battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1090,False,1.3,True,5,False,27,0.1,91.0,4,16,1638.0,1910.0,1352,5,1,11,False,True,False,Medium Cost
686,True,0.5,False,11,False,3,0.3,91.0,6,15,1109.0,1392.0,570,7,6,19,False,True,False,low Cost
818,False,1.3,False,14,False,43,0.9,177.0,6,15,111.0,510.0,546,12,6,7,True,True,True,low Cost
1456,False,1.6,True,5,False,49,0.2,193.0,3,20,1285.0,1427.0,3624,12,11,16,True,True,False,Very High Cost
774,False,0.5,True,2,True,10,0.5,188.0,2,9,1480.0,1731.0,2944,8,6,2,True,True,True,High Cost
1068,False,0.5,True,0,True,19,0.9,197.0,8,9,322.0,875.0,1209,19,12,12,True,True,False,low Cost
1373,True,1.9,True,1,True,29,0.9,141.0,6,12,1220.0,1348.0,2752,15,2,7,True,True,True,Very High Cost
1777,True,3.0,False,3,False,20,0.6,188.0,6,5,511.0,616.0,3868,5,1,7,False,True,True,Very High Cost
594,False,0.8,False,2,True,28,0.1,132.0,5,3,1011.0,1263.0,3087,16,4,4,True,True,True,High Cost
1524,False,2.6,True,5,False,57,0.5,124.0,2,12,629.0,635.0,947,11,4,16,False,True,True,low Cost
511,True,0.6,True,12,False,50,0.1,175.0,3,16,140.0,622.0,1484,9,7,8,True,False,False,low Cost
1402,True,0.6,True,3,False,46,0.3,87.0,7,12,1081.0,1767.0,347,17,0,12,True,False,True,low Cost
965,True,0.5,False,15,False,53,1.0,131.0,8,19,297.0,653.0,3227,12,6,8,True,False,False,High Cost
1270,True,2.3,False,0,False,58,0.5,104.0,5,1,1512.0,1716.0,3299,13,4,16,False,False,True,Very High Cost
919,False,0.5,True,11,False,13,0.3,159.0,1,15,275.0,570.0,1028,8,4,17,True,False,False,low Cost
1963,True,1.0,False,16,True,34,0.1,157.0,2,17,1136.0,1813.0,714,18,2,2,True,False,True,Medium Cost
1977,False,1.3,True,2,False,31,0.4,173.0,8,6,1145.0,1356.0,2641,8,2,7,False,False,False,Very High Cost
1881,False,2.2,False,4,False,51,0.3,158.0,5,7,477.0,1553.0,1229,12,0,14,True,False,False,Medium Cost
683,False,0.7,False,5,False,19,0.9,173.0,4,17,954.0,1985.0,2622,16,3,5,False,False,True,High Cost
772,False,2.6,True,7,False,6,0.1,100.0,2,10,741.0,1471.0,929,13,6,18,False,True,True,low Cost
536,True,1.4,False,0,True,53,0.7,135.0,3,0,547.0,705.0,1211,15,10,7,True,False,True,low Cost
1694,False,1.8,False,0,False,53,1.0,186.0,6,0,1194.0,1208.0,1653,7,5,6,True,False,False,High Cost
1633,False,1.7,True,3,True,33,0.9,111.0,2,19,146.0,906.0,511,9,0,7,True,True,False,low Cost
1371,False,0.5,False,4,False,52,0.5,167.0,4,19,471.0,663.0,3034,13,6,8,False,False,False,High Cost
551,True,2.8,False,0,True,54,0.1,172.0,7,15,169.0,1916.0,1414,6,1,19,True,False,True,low Cost
1221,False,0.5,False,1,True,28,0.5,139.0,1,7,1895.0,1976.0,2438,13,11,10,True,True,True,Very High Cost
1000,True,0.5,False,12,False,63,0.7,179.0,8,18,1537.0,1761.0,3744,11,1,7,False,False,True,Very High Cost
1986,False,2.7,True,3,True,64,0.2,162.0,4,20,236.0,1520.0,1377,5,3,15,True,True,True,Medium Cost
1119,False,0.5,True,0,True,23,0.4,164.0,4,1,821.0,915.0,3520,7,4,7,True,False,False,Very High Cost
1699,False,0.5,True,1,False,59,0.5,97.0,4,3,466.0,1768.0,3796,17,10,12,False,True,True,Very High Cost
1099,False,0.5,False,13,True,61,0.3,146.0,3,20,393.0,1096.0,1699,17,10,3,True,True,True,Medium Cost
1576,False,2.6,False,7,False,58,0.2,90.0,3,16,400.0,631.0,336,14,8,13,True,True,True,low Cost
950,True,0.5,False,9,False,55,0.1,156.0,5,10,774.0,843.0,1095,14,12,13,False,True,False,low Cost
1081,True,2.5,True,13,False,49,1.0,99.0,3,17,284.0,519.0,325,9,1,6,False,False,True,low Cost
606,False,2.5,False,1,True,53,0.2,146.0,4,2,465.0,1152.0,1223,19,12,7,True,False,False,low Cost
502,False,1.5,True,7,False,37,0.2,199.0,2,12,705.0,1810.0,1649,6,1,14,False,True,False,Medium Cost
957,True,0.7,False,0,True,4,0.1,160.0,2,0,38.0,1682.0,1898,12,4,3,True,True,False,Medium Cost
1658,True,1.4,True,0,True,38,0.3,159.0,5,0,51.0,739.0,2609,12,11,19,True,False,False,High Cost
1681,True,2.5,True,6,False,18,0.3,167.0,1,7,850.0,1005.0,2265,5,3,20,True,True,True,High Cost
1983,True,0.5,True,3,False,43,1.0,87.0,6,10,349.0,676.0,2775,9,4,3,False,True,True,High Cost
1753,False,1.2,False,8,True,12,0.9,113.0,7,17,387.0,1595.0,1445,17,16,12,True,True,True,Medium Cost
1632,True,1.4,False,0,False,41,0.1,132.0,4,1,706.0,1623.0,2614,5,4,15,True,False,False,High Cost
1949,True,1.4,False,7,False,57,0.3,145.0,7,11,951.0,1178.0,356,5,3,19,False,False,False,low Cost
1696,False,1.7,False,1,False,13,0.9,97.0,3,2,179.0,772.0,523,5,0,4,False,True,True,low Cost
688,False,2.5,True,0,False,57,0.8,131.0,7,3,426.0,1964.0,3745,17,1,4,False,True,False,Very High Cost
1104,False,1.7,False,1,True,60,0.4,199.0,2,13,653.0,1413.0,1229,6,0,3,True,True,True,low Cost
1122,False,2.8,False,0,False,28,0.6,184.0,3,4,1578.0,1963.0,1402,14,10,3,False,True,False,Medium Cost
504,True,0.5,True,2,True,46,0.9,172.0,5,14,280.0,1795.0,2085,13,5,8,True,False,False,Medium Cost
1154,False,0.5,False,12,True,14,0.7,156.0,7,14,251.0,1801.0,587,8,3,4,True,True,True,low Cost
1727,False,2.1,False,2,True,63,0.6,85.0,7,8,1463.0,1992.0,2457,19,13,7,True,False,True,Very High Cost
1674,False,2.8,True,0,True,52,0.2,89.0,3,7,1432.0,1649.0,2030,7,0,6,True,False,False,High Cost
1948,False,2.8,True,5,True,18,0.2,135.0,2,14,477.0,571.0,816,16,2,3,True,False,False,low Cost
1218,True,2.8,True,3,False,39,0.8,150.0,7,14,1122.0,1746.0,1667,10,0,12,False,False,False,Medium Cost
531,False,1.1,False,10,False,63,0.7,189.0,7,14,145.0,1903.0,2958,17,1,19,False,True,False,High Cost
1057,False,2.1,False,4,False,5,0.5,154.0,5,13,416.0,1055.0,3705,6,4,13,True,False,False,Very High Cost
576,False,1.2,False,1,False,30,0.8,162.0,8,5,847.0,893.0,2800,11,6,16,False,True,True,High Cost
1960,True,2.1,False,1,False,7,0.2,165.0,7,9,868.0,877.0,3773,11,9,6,False,True,True,Very High Cost
673,True,1.7,True,3,True,22,0.1,88.0,1,5,594.0,1088.0,2050,7,2,17,True,True,False,Medium Cost
718,False,0.7,True,0,True,21,0.8,88.0,1,7,518.0,830.0,1754,17,11,9,True,False,True,Medium Cost
864,False,1.7,False,3,True,35,0.3,103.0,3,7,663.0,1805.0,1904,12,8,13,True,True,True,Medium Cost
547,False,1.9,True,1,False,37,0.4,154.0,5,4,371.0,541.0,2705,17,3,10,True,True,False,Medium Cost
623,True,0.9,False,1,True,3,0.1,102.0,8,7,1749.0,1781.0,3537,16,13,3,True,False,True,Very High Cost
1793,False,0.7,True,11,False,27,0.4,154.0,5,13,586.0,722.0,1370,16,3,19,True,False,True,Medium Cost
1720,True,0.7,True,0,False,19,0.1,137.0,2,3,409.0,646.0,1222,13,2,7,False,False,False,Medium Cost
812,False,0.5,True,1,False,64,1.0,106.0,4,7,35.0,1309.0,3102,6,0,2,False,False,False,High Cost
980,True,0.5,False,0,True,33,0.9,160.0,6,0,1008.0,1758.0,2268,7,5,4,True,True,False,High Cost
643,False,1.0,False,9,True,18,0.2,187.0,8,12,442.0,1079.0,2648,7,5,18,True,True,True,Medium Cost
1925,False,3.0,True,0,True,16,0.8,175.0,8,11,983.0,1087.0,2173,7,3,19,True,True,False,High Cost
1408,True,2.5,False,3,False,32,0.1,151.0,4,6,875.0,982.0,3162,19,18,3,True,False,False,Very High Cost
1522,True,0.7,True,4,False,28,0.2,124.0,1,5,952.0,1191.0,1368,14,5,17,True,False,True,Medium Cost
587,True,2.5,False,16,True,51,0.6,111.0,1,17,244.0,1361.0,2746,10,4,7,True,False,True,High Cost
1959,False,0.5,True,5,False,18,0.7,191.0,6,20,65.0,1055.0,619,7,4,8,True,True,True,low Cost
1872,False,0.5,True,3,False,17,0.7,89.0,6,6,1749.0,1767.0,724,17,3,9,True,False,True,Medium Cost
1043,True,0.5,False,7,False,42,0.1,111.0,3,8,716.0,1626.0,912,16,9,6,False,True,False,low Cost
1809,False,0.5,False,6,False,23,0.7,123.0,6,19,433.0,1661.0,2784,12,6,20,True,True,True,Very High Cost
1703,True,0.5,False,5,True,23,0.2,92.0,6,7,134.0,521.0,793,7,3,17,True,True,False,low Cost
1095,True,0.5,False,4,False,45,0.5,197.0,1,5,179.0,1247.0,560,9,1,10,True,True,False,low Cost
1414,False,2.6,False,1,False,27,0.6,137.0,4,20,804.0,1564.0,312,5,2,8,False,False,True,low Cost
1659,True,2.5,False,2,False,41,0.1,88.0,7,18,787.0,1515.0,545,12,0,9,False,True,True,low Cost
1540,False,0.7,True,1,False,60,0.8,197.0,7,12,704.0,822.0,1591,19,0,2,True,False,True,Medium Cost
1342,False,1.0,False,0,True,31,0.6,86.0,7,1,991.0,1638.0,2746,15,5,10,True,True,False,Very High Cost
1189,True,2.3,False,13,False,8,0.5,198.0,3,14,379.0,932.0,893,9,6,13,True,True,False,low Cost
518,True,2.4,False,0,True,62,0.6,128.0,6,0,489.0,710.0,2514,16,12,7,True,True,True,Medium Cost
1449,False,0.8,True,3,True,10,0.2,144.0,1,12,1518.0,1883.0,1032,10,0,8,True,True,True,Medium Cost
516,False,1.1,True,0,True,39,0.4,91.0,5,7,855.0,1401.0,819,8,0,10,True,True,True,low Cost
1569,False,0.8,True,8,False,59,0.9,111.0,3,16,1261.0,1383.0,3672,15,2,15,True,False,True,Very High Cost
1312,True,0.8,True,0,False,24,0.9,156.0,6,0,115.0,1791.0,3833,14,13,17,False,True,False,Very High Cost
1893,True,0.5,True,1,False,23,0.1,179.0,8,3,1203.0,1432.0,1482,15,7,17,False,True,False,High Cost
1076,False,2.5,False,3,False,14,0.2,105.0,5,4,545.0,1300.0,2043,7,5,14,False,False,False,Medium Cost
530,True,2.6,False,1,False,40,0.9,118.0,6,2,818.0,1090.0,1229,16,11,2,False,True,False,low Cost
1044,True,2.8,True,7,False,33,0.6,129.0,4,13,42.0,1262.0,1816,17,16,15,True,False,True,Medium Cost
1330,False,1.1,False,11,False,37,0.7,126.0,7,20,1103.0,1637.0,2166,10,1,4,True,False,False,High Cost
1836,False,1.1,True,0,False,14,0.7,104.0,5,1,168.0,1068.0,2469,18,6,7,True,True,True,High Cost
1741,True,0.5,False,1,True,55,0.1,140.0,5,3,719.0,755.0,2575,13,10,7,True,True,True,High Cost
1869,False,2.6,False,0,True,30,0.4,152.0,1,13,163.0,874.0,1375,15,3,19,True,False,False,Medium Cost
1331,False,0.5,False,8,False,55,0.9,146.0,3,15,1162.0,1531.0,1732,6,2,11,True,False,True,Medium Cost
1655,True,0.5,True,6,True,4,0.1,105.0,3,12,626.0,1348.0,673,10,3,12,True,False,False,low Cost
605,False,1.5,False,9,True,18,0.9,162.0,2,14,329.0,656.0,2301,15,9,8,True,False,False,Medium Cost
1245,True,0.6,False,2,False,30,0.7,105.0,5,3,330.0,1434.0,2676,17,8,7,True,False,False,High Cost
1709,True,0.8,False,8,True,58,0.8,136.0,2,10,956.0,1292.0,1781,18,3,17,True,False,False,High Cost
846,True,2.6,False,0,True,58,0.1,123.0,4,15,1140.0,1983.0,2248,16,8,13,True,False,False,High Cost
1403,True,2.5,True,3,False,62,0.9,90.0,4,13,217.0,1623.0,921,14,13,18,True,False,False,low Cost
688,True,1.5,False,0,False,2,1.0,89.0,3,2,271.0,869.0,391,5,2,8,True,True,True,low Cost
775,True,2.5,True,1,True,10,0.1,185.0,7,14,444.0,1555.0,1719,19,3,18,True,True,True,Medium Cost
1154,False,2.0,False,6,True,35,0.8,159.0,5,16,1003.0,1827.0,3262,16,15,16,True,False,False,Very High Cost
1375,False,0.5,True,2,True,35,0.1,194.0,2,3,227.0,772.0,1947,15,13,15,True,True,True,Medium Cost
1827,True,0.8,False,4,False,61,0.9,130.0,7,9,253.0,1764.0,2693,8,3,7,False,True,True,Very High Cost
1697,False,0.5,False,0,True,60,0.1,90.0,4,0,88.0,1046.0,441,15,1,11,True,True,False,low Cost
741,False,1.5,False,1,False,14,0.3,178.0,5,13,334.0,594.0,1886,19,11,9,True,True,True,low Cost
1672,True,0.5,True,13,True,32,0.7,174.0,1,20,1281.0,1896.0,1267,17,4,20,True,True,False,Medium Cost
514,True,0.7,False,4,False,57,0.1,186.0,3,7,168.0,1320.0,687,6,0,20,True,True,True,low Cost
1375,True,1.3,True,2,False,12,0.1,105.0,1,13,898.0,1687.0,2890,17,1,12,False,False,False,Very High Cost
989,True,1.8,True,4,True,55,0.7,124.0,1,12,46.0,1069.0,1737,8,5,10,True,False,True,Medium Cost
1510,True,2.5,True,11,False,47,0.7,138.0,2,13,118.0,1170.0,887,18,6,5,False,False,False,low Cost
1266,False,2.6,False,1,False,18,0.4,86.0,7,2,1187.0,1595.0,398,16,8,3,True,True,True,low Cost
1396,False,2.4,True,0,False,46,0.1,138.0,7,1,1191.0,1347.0,2389,7,3,15,False,False,True,High Cost
808,False,2.3,False,3,False,45,0.8,161.0,1,9,526.0,1324.0,3431,15,6,13,False,True,True,Very High Cost
1542,False,2.3,False,1,False,43,0.8,182.0,2,11,346.0,966.0,3601,14,4,16,False,False,False,Very High Cost
745,True,0.6,True,5,False,35,0.8,102.0,8,10,89.0,1538.0,2459,14,1,16,True,True,False,Medium Cost
1735,True,1.9,True,0,True,59,0.7,148.0,6,0,137.0,846.0,3230,6,1,9,True,True,False,Very High Cost
586,False,0.5,True,1,False,57,0.3,188.0,2,5,1226.0,1389.0,3646,15,4,11,True,True,True,Very High Cost
1341,True,2.1,True,0,False,36,0.4,107.0,8,1,473.0,574.0,2200,18,14,15,False,True,False,Medium Cost
781,True,1.3,True,1,False,64,0.2,88.0,2,7,368.0,607.0,3862,17,10,9,False,False,False,Very High Cost
501,True,0.5,True,14,False,22,0.5,174.0,6,20,239.0,1636.0,3077,17,3,17,False,False,False,High Cost
1224,True,1.8,True,2,True,44,0.2,139.0,2,9,622.0,709.0,621,11,4,14,True,True,True,low Cost
1970,False,1.6,True,11,True,58,0.3,80.0,8,19,654.0,882.0,2372,14,12,2,True,True,False,High Cost
618,True,2.2,True,0,True,63,0.9,138.0,2,1,853.0,1781.0,2574,14,3,5,True,True,False,High Cost
1537,False,2.9,False,11,True,46,0.8,158.0,4,17,686.0,1305.0,2857,17,14,2,True,True,True,Very High Cost
1018,False,2.2,False,8,False,16,0.6,153.0,8,10,992.0,1433.0,3143,17,12,20,False,True,False,Very High Cost
1545,False,1.3,True,15,True,35,0.1,173.0,5,20,115.0,1352.0,3197,14,9,6,True,False,True,Very High Cost
1871,False,2.1,False,4,True,41,0.4,144.0,8,5,275.0,1966.0,2727,15,8,11,True,False,False,Very High Cost
1729,True,2.1,True,1,False,12,0.9,186.0,1,6,461.0,1178.0,1519,9,4,5,True,False,True,Medium Cost
680,True,2.1,True,9,True,9,0.1,131.0,3,11,1428.0,1500.0,2438,14,2,17,True,False,False,High Cost
1106,True,1.9,False,4,False,54,0.7,107.0,3,9,614.0,1212.0,2674,9,3,9,True,False,True,High Cost
635,True,0.6,True,1,True,50,0.3,97.0,5,13,193.0,989.0,2107,13,12,12,True,False,False,Medium Cost
618,False,0.6,False,8,False,16,0.2,143.0,1,14,1105.0,1602.0,2262,16,15,4,False,True,False,High Cost
1671,False,0.5,True,13,False,5,0.9,179.0,8,18,398.0,1263.0,815,16,6,10,True,True,True,low Cost
1562,True,1.2,True,0,True,52,0.1,105.0,7,9,480.0,728.0,2829,13,10,3,True,True,True,High Cost
1975,True,1.9,True,2,False,31,0.9,151.0,1,17,775.0,1607.0,3022,13,5,19,False,False,True,Very High Cost
831,True,0.7,False,2,True,62,0.7,134.0,8,9,1482.0,1490.0,2573,16,12,18,True,False,True,High Cost
1524,True,1.8,True,0,False,10,0.6,174.0,4,1,154.0,550.0,2678,16,5,13,True,False,True,High Cost
1528,True,1.8,True,3,True,55,0.8,129.0,5,6,454.0,1762.0,1282,11,9,11,True,True,True,Medium Cost
1447,True,2.5,True,2,False,9,0.2,155.0,8,16,737.0,1455.0,568,12,11,8,False,False,False,low Cost
1344,False,1.5,False,1,False,14,0.5,190.0,1,3,419.0,556.0,2074,8,1,5,True,True,False,Medium Cost
564,False,3.0,True,1,False,8,0.7,130.0,2,3,853.0,1737.0,2227,9,2,14,True,False,True,Medium Cost
921,False,0.6,True,1,False,60,0.1,83.0,2,3,1211.0,1229.0,1080,10,0,6,False,False,True,low Cost
1413,True,1.7,False,2,False,10,0.2,200.0,6,6,314.0,1606.0,2867,5,4,15,False,True,False,High Cost
831,False,2.4,False,10,False,55,0.5,86.0,6,12,172.0,1239.0,1075,12,11,3,True,True,False,low Cost
802,False,0.5,True,3,False,43,0.6,153.0,5,6,527.0,734.0,3063,17,13,4,False,True,False,High Cost
1923,False,1.3,False,3,False,24,1.0,86.0,4,4,874.0,1264.0,2479,9,2,15,True,True,False,High Cost
1193,True,3.0,False,10,False,56,0.4,196.0,3,17,674.0,864.0,2394,19,11,14,True,True,False,High Cost
904,True,1.2,True,10,True,31,0.8,112.0,3,11,657.0,1014.0,2814,13,3,19,True,False,False,High Cost
1285,False,2.4,False,1,True,51,1.0,140.0,7,2,475.0,500.0,2094,8,0,10,True,False,False,Medium Cost
1635,False,2.6,True,0,True,2,0.6,182.0,4,0,1209.0,1411.0,2315,10,1,2,True,True,False,High Cost
1923,False,1.0,True,5,True,14,0.9,154.0,4,6,15.0,525.0,2519,13,0,16,True,False,True,High Cost
1851,True,1.9,True,3,True,12,0.9,198.0,6,11,293.0,1967.0,735,7,6,14,True,False,True,low Cost
727,True,1.5,False,0,True,32,1.0,131.0,7,1,813.0,1377.0,1891,19,13,7,True,False,True,Medium Cost
1396,False,1.5,True,0,True,44,0.1,118.0,6,1,173.0,1843.0,1386,7,1,8,True,True,True,Medium Cost
877,False,1.3,True,9,True,46,0.8,135.0,1,14,457.0,652.0,3260,14,12,6,True,False,False,High Cost
696,True,2.4,False,11,True,35,0.2,103.0,3,13,533.0,797.0,2022,14,11,4,True,False,True,Medium Cost
1009,True,1.0,True,2,False,2,0.6,102.0,8,14,912.0,1043.0,1716,7,5,15,False,False,False,Medium Cost
1526,False,1.1,True,2,True,38,0.3,116.0,5,6,798.0,1418.0,3317,7,1,8,True,True,True,Very High Cost
987,False,2.0,True,1,False,20,0.8,192.0,7,3,412.0,565.0,1454,11,3,8,True,True,False,low Cost
1414,True,2.2,True,0,True,49,0.5,101.0,4,1,130.0,887.0,2290,13,0,12,True,True,False,Medium Cost
1732,False,0.8,False,2,False,61,0.3,172.0,5,3,201.0,656.0,3940,17,11,20,False,True,True,Very High Cost
1587,True,0.5,False,0,False,50,0.9,148.0,8,15,299.0,874.0,461,17,4,4,True,False,True,low Cost
1097,False,0.8,False,10,True,21,0.1,160.0,7,15,1277.0,1352.0,2219,15,6,12,True,False,True,High Cost
504,False,2.8,True,0,False,40,0.5,178.0,3,0,626.0,1195.0,470,6,0,16,True,False,False,low Cost
1159,False,2.7,False,13,True,28,0.2,80.0,8,18,378.0,751.0,2495,10,0,9,True,True,True,High Cost
1910,False,1.4,False,0,False,29,0.6,146.0,7,2,333.0,639.0,2944,8,7,2,True,True,True,High Cost
865,False,1.2,True,8,False,59,0.1,159.0,3,9,805.0,1804.0,2361,16,11,19,True,False,True,High Cost
1930,True,2.0,False,11,False,16,0.8,186.0,8,12,1901.0,1920.0,1783,17,3,13,False,False,True,High Cost
860,True,1.3,True,8,True,40,0.7,170.0,3,13,1573.0,1581.0,2832,13,7,20,True,True,True,High Cost
1268,True,2.9,False,9,True,42,0.9,182.0,6,17,360.0,912.0,931,11,5,20,True,True,False,low Cost
999,True,1.8,True,0,True,27,0.1,167.0,4,1,20.0,745.0,1344,17,10,5,True,False,False,low Cost
622,False,0.7,False,0,True,9,0.3,127.0,2,0,98.0,511.0,3916,13,1,5,True,False,True,High Cost
1250,True,1.4,False,8,False,44,0.2,182.0,7,20,703.0,1011.0,1882,14,1,14,False,False,False,Medium Cost
763,True,0.5,False,9,True,51,0.3,104.0,5,12,273.0,1278.0,2865,11,6,9,True,True,True,High Cost
1100,True,1.6,False,12,False,15,0.1,112.0,8,14,919.0,1344.0,757,12,2,16,True,True,True,low Cost
815,False,2.0,True,4,False,51,0.3,85.0,6,12,982.0,1291.0,3469,5,4,6,True,False,True,Very High Cost
618,True,0.5,True,2,True,57,0.2,88.0,3,7,879.0,896.0,2399,18,15,17,True,True,True,Medium Cost
553,True,2.2,True,0,True,18,0.7,136.0,2,1,1287.0,1892.0,3300,12,10,20,True,False,False,Very High Cost
673,True,2.2,True,2,False,3,0.4,84.0,2,9,1109.0,1247.0,2719,19,2,9,True,True,True,High Cost
563,False,2.0,True,3,False,47,0.3,115.0,7,12,211.0,684.0,3012,14,4,15,True,False,False,High Cost
1590,False,1.5,True,12,True,14,0.5,187.0,4,15,1058.0,1109.0,2836,6,5,4,True,False,False,Very High Cost
1031,True,2.1,True,2,True,11,0.1,121.0,2,9,532.0,1247.0,2385,11,7,16,True,False,False,High Cost
909,True,0.5,True,9,False,30,0.4,97.0,3,10,290.0,773.0,594,12,0,4,True,True,True,low Cost
1880,False,0.5,False,0,True,7,0.6,104.0,4,1,890.0,1019.0,2968,9,0,3,True,True,False,Very High Cost
1479,True,1.8,True,0,True,24,0.1,146.0,6,0,327.0,645.0,3762,12,10,5,True,False,False,Very High Cost
1271,False,1.5,True,0,False,2,0.9,161.0,1,1,1260.0,1788.0,892,15,13,20,False,True,False,Medium Cost
709,False,1.9,False,11,True,13,0.1,81.0,8,15,570.0,1422.0,467,17,11,5,True,True,True,low Cost
1744,False,2.8,False,0,True,62,0.7,158.0,1,0,621.0,1558.0,345,10,6,14,True,False,False,low Cost
1314,True,2.2,False,0,True,40,0.8,116.0,7,1,328.0,1858.0,3033,9,8,17,True,True,True,Very High Cost
1136,False,0.5,False,0,True,9,0.9,150.0,6,2,1307.0,1767.0,2110,9,5,16,True,False,True,High Cost
1039,True,2.7,False,11,False,56,0.3,125.0,8,13,497.0,618.0,3105,14,8,5,False,True,True,High Cost
1300,True,0.5,False,5,False,62,0.1,156.0,6,7,219.0,1037.0,874,15,3,10,True,True,False,low Cost
732,True,2.3,True,7,True,39,0.6,188.0,7,11,1163.0,1554.0,3681,19,3,15,True,True,True,Very High Cost
511,False,0.7,True,1,True,52,0.7,180.0,2,10,24.0,759.0,3865,8,3,7,True,False,True,High Cost
1092,True,0.5,True,10,False,11,0.5,167.0,3,14,468.0,571.0,737,14,4,11,False,True,False,low Cost
921,True,2.2,True,12,True,10,0.1,170.0,7,18,1272.0,1469.0,3153,8,2,11,True,True,False,Very High Cost
1030,True,0.5,False,4,True,37,0.7,147.0,1,8,503.0,551.0,2800,8,6,12,True,False,True,High Cost
1130,False,1.8,True,0,False,27,0.9,101.0,1,8,1495.0,1579.0,315,14,5,11,True,True,False,low Cost
1299,False,2.8,True,2,False,60,0.8,187.0,8,6,1333.0,1838.0,1412,13,1,20,False,True,True,Medium Cost
1009,True,2.8,True,7,True,2,0.6,115.0,7,15,267.0,1841.0,2286,19,8,13,True,False,False,High Cost
1735,False,1.8,True,16,False,34,0.1,140.0,2,17,149.0,876.0,2392,17,15,19,True,False,True,High Cost
1129,True,2.8,True,0,False,49,0.5,185.0,2,2,1070.0,1079.0,1857,8,4,5,True,True,True,Medium Cost
708,False,1.9,False,0,False,26,0.3,116.0,7,1,206.0,620.0,1419,10,6,16,True,True,True,low Cost
894,False,0.7,False,2,True,58,0.1,123.0,2,3,158.0,747.0,3305,12,7,2,True,False,False,High Cost
530,False,2.4,False,1,False,32,0.3,88.0,6,20,48.0,1012.0,959,17,7,6,False,True,False,low Cost
1481,True,2.0,True,0,False,35,0.5,105.0,3,0,249.0,522.0,2635,17,16,4,True,False,True,High Cost
1068,False,2.7,True,0,True,45,0.6,194.0,5,1,935.0,1499.0,1754,17,7,9,True,False,True,Medium Cost
1487,False,0.5,False,6,True,57,0.7,84.0,3,12,140.0,768.0,2563,18,4,14,True,False,False,High Cost
1524,False,2.5,True,11,True,41,1.0,96.0,4,20,184.0,740.0,1936,7,0,9,True,True,True,Medium Cost
1093,False,1.9,True,2,True,22,0.3,196.0,8,14,238.0,807.0,1869,8,5,4,True,True,True,Medium Cost
1816,True,1.6,True,0,False,50,0.1,186.0,5,2,800.0,1089.0,3637,11,7,16,False,False,True,Very High Cost
627,False,1.8,False,2,False,20,0.8,142.0,3,8,211.0,507.0,896,17,6,14,False,False,False,low Cost
989,True,0.7,False,13,True,51,0.4,132.0,3,15,670.0,804.0,2349,10,1,20,True,False,True,Medium Cost
1895,False,0.5,False,2,True,5,0.7,134.0,1,11,725.0,1335.0,774,15,4,6,True,True,False,Medium Cost
805,True,1.7,True,0,True,58,0.9,168.0,3,10,81.0,1544.0,3397,7,6,2,True,False,False,High Cost
713,True,1.6,False,7,True,2,0.4,181.0,8,9,1211.0,1378.0,485,10,6,4,True,True,True,low Cost
864,False,2.5,False,10,True,24,0.7,148.0,4,15,1362.0,1378.0,3964,13,8,12,True,True,False,Very High Cost
1177,False,0.9,False,1,False,11,1.0,181.0,4,7,945.0,1923.0,1887,8,5,11,True,True,True,Medium Cost
582,False,0.5,False,8,False,32,0.7,107.0,3,11,1043.0,1702.0,2977,6,1,20,False,True,True,High Cost
1898,False,1.8,True,3,True,56,0.2,185.0,7,4,444.0,739.0,2114,10,5,19,True,True,True,High Cost
1158,False,0.7,True,1,True,29,0.7,123.0,2,20,311.0,1796.0,1542,17,9,15,True,False,True,Medium Cost
1451,True,0.5,False,5,True,57,0.6,181.0,8,12,812.0,1456.0,3038,15,7,18,True,False,True,Very High Cost
1820,True,1.4,False,5,False,51,0.9,163.0,7,10,202.0,1884.0,2481,11,9,11,False,False,False,High Cost
984,False,0.5,True,3,True,9,0.8,140.0,3,20,531.0,707.0,841,18,15,16,True,False,False,low Cost
580,True,2.1,True,0,False,24,0.4,135.0,4,5,404.0,898.0,3565,12,11,8,True,False,True,High Cost
1263,True,2.0,False,0,False,5,0.4,146.0,6,3,954.0,1609.0,1958,9,6,4,True,True,True,High Cost
1237,False,0.5,False,2,False,27,0.1,87.0,8,5,274.0,603.0,2454,14,0,8,True,True,True,High Cost
514,True,1.6,False,7,True,37,0.1,172.0,1,9,956.0,1723.0,3392,12,8,5,True,True,True,Very High Cost
1515,False,2.6,False,0,True,56,0.9,184.0,3,1,1438.0,1593.0,262,14,4,20,True,True,False,low Cost
721,False,0.5,True,6,True,6,0.4,194.0,4,9,1446.0,1988.0,530,8,4,8,True,False,True,low Cost
603,True,2.5,True,3,False,35,0.7,126.0,3,16,692.0,1057.0,3703,13,1,9,False,False,True,Very High Cost
1426,True,2.5,False,2,True,55,0.4,109.0,1,7,777.0,1032.0,2562,5,1,3,True,False,False,High Cost
1820,True,1.7,True,0,True,64,0.6,161.0,1,3,1157.0,1951.0,574,10,2,18,True,True,False,Medium Cost
1215,False,1.0,False,4,False,16,0.1,130.0,4,8,454.0,1473.0,2632,7,1,15,False,False,True,High Cost
